MANHANVIEN,MABOPHAN,MACHINHANH,NGAYVAOLAM,NGAYNGHIVIEC,HESOLUONG
NV00000072,BOPHAN0004,CN00000010,2013-05-18,2013-06-16,1.7
NV00000064,BOPHAN0001,CN00000007,2011-04-29,,1.75
NV00000053,BOPHAN0002,CN00000004,2012-04-06,,1.8
NV00000141,BOPHAN0003,CN00000009,2013-02-16,2013-05-27,1.06
NV00000183,BOPHAN0001,CN00000004,2018-04-30,,2.0
NV00000133,BOPHAN0004,CN00000008,2017-05-09,,1.4
NV00000062,BOPHAN0001,CN00000004,2013-09-15,2015-05-16,1.59
NV00000145,BOPHAN0001,CN00000001,2013-08-21,2016-01-07,1.86
NV00000127,BOPHAN0003,CN00000006,2016-07-28,2019-01-05,1.97
NV00000021,BOPHAN0003,CN00000010,2016-12-23,2019-03-21,1.42
NV00000148,BOPHAN0003,CN00000004,2015-11-05,2017-10-30,1.92
NV00000168,BOPHAN0001,CN00000004,2017-04-13,,1.52
NV00000094,BOPHAN0001,CN00000006,2018-09-21,2020-01-22,1.18
NV00000155,BOPHAN0002,CN00000004,2011-08-01,2012-06-08,1.0
NV00000191,BOPHAN0003,CN00000002,2019-04-16,2021-12-07,1.28
NV00000008,BOPHAN0002,CN00000009,2015-04-13,,1.38
NV00000018,BOPHAN0003,CN00000008,2013-07-22,,1.53
NV00000193,BOPHAN0003,CN00000009,2015-12-23,,1.3
NV00000191,BOPHAN0004,CN00000002,2014-09-16,2015-06-01,1.71
NV00000027,BOPHAN0004,CN00000008,2015-09-29,2015-11-28,1.77
NV00000027,BOPHAN0004,CN00000005,2010-09-24,,1.51
NV00000087,BOPHAN0003,CN00000004,2018-07-24,,1.87
NV00000111,BOPHAN0003,CN00000003,2019-08-16,2021-12-21,1.73
NV00000181,BOPHAN0003,CN00000002,2017-07-10,2018-08-30,1.86
NV00000126,BOPHAN0002,CN00000002,2017-04-04,,1.58
NV00000055,BOPHAN0002,CN00000005,2018-03-27,,1.22
NV00000029,BOPHAN0004,CN00000001,2014-11-28,,1.65
NV00000029,BOPHAN0003,CN00000008,2019-09-18,2020-04-05,1.61
NV00000089,BOPHAN0004,CN00000006,2010-10-13,2012-12-21,1.16
NV00000143,BOPHAN0003,CN00000005,2012-03-04,,1.82
NV00000095,BOPHAN0004,CN00000002,2016-01-06,,1.43
NV00000112,BOPHAN0001,CN00000010,2017-07-27,2018-08-22,1.39
NV00000072,BOPHAN0004,CN00000001,2012-11-11,,1.81
NV00000170,BOPHAN0004,CN00000009,2015-09-02,2015-09-15,1.29
NV00000114,BOPHAN0001,CN00000009,2016-09-19,,1.98
NV00000134,BOPHAN0003,CN00000006,2014-09-15,,1.15
NV00000136,BOPHAN0004,CN00000005,2018-10-19,,1.88
NV00000196,BOPHAN0004,CN00000003,2016-04-20,2018-06-25,1.1
NV00000179,BOPHAN0003,CN00000006,2013-01-06,,1.85
NV00000156,BOPHAN0002,CN00000001,2010-08-26,,1.62
NV00000018,BOPHAN0003,CN00000005,2019-01-30,,1.27
NV00000022,BOPHAN0002,CN00000009,2015-02-15,,1.24
NV00000078,BOPHAN0001,CN00000002,2010-02-15,,1.18
NV00000174,BOPHAN0004,CN00000001,2011-01-22,2011-03-20,1.08
NV00000048,BOPHAN0004,CN00000001,2019-06-01,2020-10-27,1.2
NV00000055,BOPHAN0001,CN00000005,2011-09-29,,1.75
NV00000029,BOPHAN0003,CN00000007,2013-08-18,2016-05-02,1.68
NV00000026,BOPHAN0003,CN00000008,2013-04-24,2013-12-14,1.08
NV00000155,BOPHAN0003,CN00000008,2015-08-04,,1.5
NV00000007,BOPHAN0001,CN00000007,2010-07-17,2011-01-24,1.83
NV00000041,BOPHAN0001,CN00000003,2011-02-19,,1.17
NV00000041,BOPHAN0001,CN00000002,2019-02-09,2020-01-05,1.02
NV00000043,BOPHAN0002,CN00000007,2018-12-15,2020-12-29,1.02
NV00000178,BOPHAN0002,CN00000009,2016-02-24,2016-06-14,1.79
NV00000006,BOPHAN0002,CN00000006,2014-10-30,2015-10-09,1.63
NV00000140,BOPHAN0003,CN00000006,2014-07-26,2015-04-05,1.09
NV00000051,BOPHAN0003,CN00000003,2018-08-26,,1.35
NV00000104,BOPHAN0002,CN00000007,2017-12-08,,1.6
NV00000019,BOPHAN0004,CN00000003,2013-06-11,2015-06-11,1.29
NV00000097,BOPHAN0001,CN00000001,2010-08-13,2013-04-24,1.28
NV00000128,BOPHAN0003,CN00000004,2014-03-09,2016-09-06,1.05
NV00000134,BOPHAN0001,CN00000004,2018-11-16,2019-08-10,1.57
NV00000130,BOPHAN0004,CN00000005,2016-03-08,,1.06
NV00000081,BOPHAN0001,CN00000005,2018-06-22,,1.22
NV00000154,BOPHAN0002,CN00000009,2014-12-25,,1.92
NV00000036,BOPHAN0002,CN00000001,2015-04-13,2016-07-03,1.08
NV00000087,BOPHAN0001,CN00000006,2018-08-02,,1.69
NV00000091,BOPHAN0003,CN00000004,2013-09-16,,1.87
NV00000011,BOPHAN0004,CN00000001,2017-03-10,,1.1
NV00000059,BOPHAN0004,CN00000006,2016-07-10,,1.3
NV00000120,BOPHAN0003,CN00000007,2018-07-03,,1.93
NV00000101,BOPHAN0004,CN00000009,2014-06-24,,1.35
NV00000017,BOPHAN0002,CN00000008,2011-04-14,2011-07-10,1.6
NV00000087,BOPHAN0004,CN00000004,2014-01-06,,1.11
NV00000083,BOPHAN0003,CN00000010,2014-02-02,,1.97
NV00000065,BOPHAN0002,CN00000001,2011-05-29,,1.04
NV00000119,BOPHAN0002,CN00000006,2012-03-21,,1.11
NV00000070,BOPHAN0004,CN00000010,2018-03-25,2018-05-27,1.44
NV00000051,BOPHAN0002,CN00000003,2019-10-22,,1.32
NV00000158,BOPHAN0001,CN00000009,2010-07-02,2012-05-13,1.95
NV00000020,BOPHAN0001,CN00000002,2010-10-06,2012-08-03,1.67
NV00000016,BOPHAN0002,CN00000002,2010-09-29,2013-03-26,1.46
NV00000152,BOPHAN0004,CN00000001,2015-08-02,,1.73
NV00000042,BOPHAN0003,CN00000009,2018-09-30,2020-03-21,1.07
NV00000037,BOPHAN0002,CN00000004,2018-06-25,2020-07-25,1.86
NV00000176,BOPHAN0001,CN00000008,2013-05-20,,1.14
NV00000156,BOPHAN0003,CN00000003,2018-08-08,2019-01-12,1.38
NV00000103,BOPHAN0002,CN00000001,2016-12-01,2018-12-03,1.15
NV00000007,BOPHAN0002,CN00000001,2011-11-14,,1.93
NV00000168,BOPHAN0003,CN00000001,2014-06-03,,1.69
NV00000139,BOPHAN0001,CN00000008,2013-12-20,,1.81
NV00000049,BOPHAN0003,CN00000005,2010-07-23,,1.88
NV00000037,BOPHAN0001,CN00000008,2018-01-23,,1.28
NV00000060,BOPHAN0002,CN00000008,2015-10-28,2017-05-15,1.75
NV00000188,BOPHAN0002,CN00000001,2014-11-18,,1.64
NV00000062,BOPHAN0004,CN00000010,2018-08-14,,1.11
NV00000041,BOPHAN0001,CN00000004,2014-02-27,2016-06-17,1.95
NV00000125,BOPHAN0001,CN00000001,2018-03-15,2018-09-13,1.61
NV00000148,BOPHAN0004,CN00000005,2013-09-14,2014-08-19,1.93
NV00000002,BOPHAN0004,CN00000005,2012-04-13,2013-06-02,1.82
NV00000106,BOPHAN0001,CN00000002,2018-11-14,,1.62
NV00000067,BOPHAN0002,CN00000004,2011-07-02,,1.78
NV00000027,BOPHAN0002,CN00000003,2017-06-17,,1.68
NV00000159,BOPHAN0001,CN00000006,2017-12-23,,1.1
NV00000080,BOPHAN0001,CN00000010,2016-04-27,2016-09-20,1.99
NV00000060,BOPHAN0003,CN00000009,2018-03-07,2019-07-27,1.15
NV00000090,BOPHAN0002,CN00000001,2017-09-08,2019-08-04,1.33
NV00000063,BOPHAN0001,CN00000009,2012-12-21,,1.59
NV00000198,BOPHAN0004,CN00000003,2017-10-17,,1.94
NV00000051,BOPHAN0003,CN00000002,2016-10-20,,1.87
NV00000174,BOPHAN0004,CN00000003,2016-10-24,2018-03-22,1.04
NV00000088,BOPHAN0001,CN00000006,2015-04-19,2016-03-17,1.86
NV00000068,BOPHAN0003,CN00000003,2013-07-11,,1.6
NV00000101,BOPHAN0003,CN00000004,2018-12-17,2019-06-13,1.45
NV00000199,BOPHAN0003,CN00000001,2014-04-04,2015-06-11,1.51
NV00000080,BOPHAN0001,CN00000003,2011-05-08,2012-08-25,1.17
NV00000197,BOPHAN0003,CN00000004,2019-08-10,,1.02
NV00000159,BOPHAN0002,CN00000002,2019-07-09,2021-02-10,1.2
NV00000086,BOPHAN0003,CN00000009,2016-11-13,2018-09-18,1.34
NV00000073,BOPHAN0001,CN00000003,2014-02-10,,1.72
NV00000121,BOPHAN0002,CN00000003,2018-05-22,,1.07
NV00000048,BOPHAN0001,CN00000004,2012-01-29,2013-10-30,1.61
NV00000186,BOPHAN0003,CN00000002,2010-05-03,2012-08-20,1.06
NV00000018,BOPHAN0004,CN00000007,2015-04-09,,1.02
NV00000114,BOPHAN0004,CN00000008,2012-01-27,2013-08-02,1.15
NV00000022,BOPHAN0001,CN00000009,2011-10-05,,1.78
NV00000136,BOPHAN0002,CN00000004,2016-09-03,2016-10-07,1.62
NV00000183,BOPHAN0001,CN00000006,2014-03-13,,1.38
NV00000136,BOPHAN0004,CN00000009,2010-03-14,,1.72
NV00000157,BOPHAN0001,CN00000009,2015-07-01,,1.96
NV00000166,BOPHAN0003,CN00000002,2011-10-05,2011-10-31,1.21
NV00000127,BOPHAN0004,CN00000001,2010-04-15,2011-03-14,1.73
NV00000169,BOPHAN0001,CN00000004,2019-07-22,2020-10-28,1.97
NV00000031,BOPHAN0004,CN00000008,2013-12-18,,1.94
NV00000142,BOPHAN0004,CN00000007,2014-02-02,,1.23
NV00000154,BOPHAN0001,CN00000009,2016-04-18,,1.45
NV00000124,BOPHAN0001,CN00000003,2010-05-11,2011-09-28,1.6
NV00000118,BOPHAN0002,CN00000007,2010-03-22,,1.23
NV00000090,BOPHAN0004,CN00000003,2017-03-18,,1.95
NV00000132,BOPHAN0004,CN00000008,2015-11-15,,1.32
NV00000072,BOPHAN0002,CN00000009,2018-10-12,2021-03-23,1.17
NV00000132,BOPHAN0002,CN00000006,2011-09-06,,1.72
NV00000014,BOPHAN0004,CN00000007,2015-11-23,2016-07-19,1.41
NV00000030,BOPHAN0004,CN00000005,2013-10-11,,1.94
NV00000052,BOPHAN0001,CN00000010,2016-09-16,2017-02-04,1.39
NV00000020,BOPHAN0002,CN00000007,2019-03-09,2019-09-23,1.11
NV00000063,BOPHAN0002,CN00000006,2019-05-13,,1.94
NV00000005,BOPHAN0004,CN00000007,2012-12-11,,1.83
NV00000033,BOPHAN0003,CN00000006,2016-02-11,,1.88
NV00000018,BOPHAN0003,CN00000004,2018-03-06,2020-11-17,1.36
NV00000065,BOPHAN0001,CN00000001,2018-06-20,2020-05-31,1.02
NV00000023,BOPHAN0003,CN00000007,2015-12-26,,1.71
NV00000055,BOPHAN0002,CN00000008,2019-01-29,,1.51
NV00000171,BOPHAN0003,CN00000004,2017-06-30,2018-08-01,1.79
NV00000137,BOPHAN0003,CN00000004,2019-08-16,,1.78
NV00000178,BOPHAN0004,CN00000002,2019-07-13,,1.94
NV00000038,BOPHAN0002,CN00000001,2014-09-19,,1.31
NV00000112,BOPHAN0004,CN00000002,2013-01-10,,1.82
NV00000163,BOPHAN0004,CN00000009,2012-04-01,,1.25
NV00000032,BOPHAN0004,CN00000005,2019-08-13,,1.03
NV00000121,BOPHAN0001,CN00000001,2012-09-11,,1.61
NV00000086,BOPHAN0001,CN00000003,2017-12-08,,1.42
NV00000113,BOPHAN0004,CN00000009,2012-11-09,2013-11-22,1.82
NV00000134,BOPHAN0002,CN00000002,2015-05-01,2015-05-02,1.5
NV00000190,BOPHAN0001,CN00000002,2018-11-18,,1.27
NV00000144,BOPHAN0002,CN00000004,2010-08-07,2010-08-17,1.6
NV00000067,BOPHAN0002,CN00000001,2012-05-01,2013-12-20,1.35
NV00000086,BOPHAN0004,CN00000007,2018-03-19,,1.52
NV00000076,BOPHAN0002,CN00000010,2012-11-15,,1.22
NV00000119,BOPHAN0004,CN00000003,2019-07-16,2021-05-08,1.72
NV00000056,BOPHAN0004,CN00000008,2015-10-09,,1.6
NV00000154,BOPHAN0003,CN00000004,2010-04-07,,1.67
NV00000050,BOPHAN0004,CN00000009,2015-08-02,2016-03-06,1.93
NV00000164,BOPHAN0001,CN00000005,2014-04-22,2014-12-07,1.7
NV00000080,BOPHAN0002,CN00000002,2012-03-24,,1.17
NV00000141,BOPHAN0002,CN00000003,2012-08-25,,1.77
NV00000105,BOPHAN0002,CN00000008,2011-03-12,,1.69
NV00000121,BOPHAN0004,CN00000003,2011-12-21,2014-02-07,1.35
NV00000107,BOPHAN0001,CN00000005,2016-03-29,,1.72
NV00000092,BOPHAN0001,CN00000004,2011-08-11,2013-02-16,1.01
NV00000175,BOPHAN0001,CN00000008,2012-11-20,2014-05-26,1.99
NV00000198,BOPHAN0004,CN00000010,2019-10-25,,1.48
NV00000044,BOPHAN0001,CN00000003,2013-10-16,,1.03
NV00000043,BOPHAN0003,CN00000009,2018-09-23,2021-05-31,1.45
NV00000030,BOPHAN0004,CN00000010,2016-05-09,,1.64
NV00000125,BOPHAN0004,CN00000010,2018-11-14,,1.76
NV00000192,BOPHAN0004,CN00000007,2016-07-28,,1.38
NV00000119,BOPHAN0004,CN00000005,2017-01-20,2017-09-05,1.17
NV00000013,BOPHAN0004,CN00000009,2017-07-12,,2.0
NV00000077,BOPHAN0004,CN00000001,2018-09-10,2018-11-09,1.03
NV00000064,BOPHAN0002,CN00000001,2010-03-01,,1.7
NV00000095,BOPHAN0003,CN00000004,2014-09-10,,1.18
NV00000200,BOPHAN0004,CN00000006,2015-11-14,,1.69
NV00000143,BOPHAN0004,CN00000003,2012-07-10,2014-04-06,1.71
NV00000110,BOPHAN0004,CN00000004,2016-03-13,,1.72
NV00000127,BOPHAN0001,CN00000007,2016-01-21,,1.41
NV00000020,BOPHAN0002,CN00000001,2012-05-05,,1.52
NV00000067,BOPHAN0004,CN00000002,2012-11-28,2013-03-22,1.37
NV00000129,BOPHAN0003,CN00000003,2013-06-15,,1.57
NV00000054,BOPHAN0002,CN00000002,2013-09-20,2015-08-17,1.82
NV00000126,BOPHAN0003,CN00000003,2016-05-30,,1.56
NV00000119,BOPHAN0004,CN00000004,2010-10-12,,1.23
NV00000139,BOPHAN0002,CN00000005,2010-11-20,,1.95
NV00000169,BOPHAN0003,CN00000002,2010-09-16,,1.6
NV00000134,BOPHAN0004,CN00000008,2019-01-21,2021-06-03,1.71
NV00000171,BOPHAN0003,CN00000006,2019-09-30,,1.04
NV00000175,BOPHAN0003,CN00000003,2018-04-30,,1.73
NV00000181,BOPHAN0001,CN00000005,2018-09-22,,1.12
NV00000151,BOPHAN0002,CN00000002,2014-01-15,,1.26
NV00000025,BOPHAN0001,CN00000006,2012-08-22,,1.77
NV00000020,BOPHAN0003,CN00000006,2018-07-23,,1.35
NV00000123,BOPHAN0001,CN00000003,2018-12-31,2021-01-21,1.72
NV00000120,BOPHAN0002,CN00000006,2012-12-06,,1.61
NV00000147,BOPHAN0002,CN00000001,2016-09-20,2016-10-12,1.59
NV00000131,BOPHAN0004,CN00000001,2013-04-04,,1.16
NV00000154,BOPHAN0001,CN00000005,2014-08-03,2017-02-26,1.08
NV00000023,BOPHAN0001,CN00000006,2016-05-22,,1.08
NV00000055,BOPHAN0001,CN00000003,2010-04-12,,1.07
NV00000122,BOPHAN0002,CN00000006,2015-04-03,2016-11-19,1.6
NV00000040,BOPHAN0002,CN00000003,2013-06-09,2014-12-30,1.1
NV00000156,BOPHAN0003,CN00000005,2010-09-04,2013-03-27,1.59
NV00000078,BOPHAN0004,CN00000010,2012-10-06,,1.17
NV00000044,BOPHAN0002,CN00000004,2015-08-27,,1.13
NV00000105,BOPHAN0001,CN00000007,2012-11-21,,1.01
NV00000193,BOPHAN0002,CN00000006,2017-09-03,,1.85
NV00000183,BOPHAN0001,CN00000010,2019-08-13,,1.56
NV00000036,BOPHAN0002,CN00000010,2015-01-05,2017-05-31,1.28
NV00000046,BOPHAN0001,CN00000002,2011-06-07,2012-05-15,1.28
NV00000087,BOPHAN0004,CN00000001,2019-03-15,2021-04-27,1.92
NV00000107,BOPHAN0004,CN00000006,2014-08-14,2015-03-07,1.63
NV00000011,BOPHAN0004,CN00000002,2014-01-10,,2.0
NV00000066,BOPHAN0001,CN00000007,2015-03-28,2015-09-12,1.18
NV00000010,BOPHAN0002,CN00000005,2018-11-15,2020-02-29,1.98
NV00000160,BOPHAN0004,CN00000002,2019-12-26,2020-04-01,1.05
NV00000071,BOPHAN0002,CN00000002,2013-08-26,,1.88
NV00000054,BOPHAN0004,CN00000007,2015-10-04,,1.77
NV00000191,BOPHAN0002,CN00000005,2010-10-20,2011-07-12,1.3
NV00000015,BOPHAN0004,CN00000009,2014-11-13,2017-05-07,1.88
NV00000014,BOPHAN0003,CN00000010,2018-10-19,2018-11-11,1.8
NV00000072,BOPHAN0002,CN00000008,2011-10-16,,1.77
NV00000084,BOPHAN0003,CN00000002,2016-07-15,,1.36
NV00000094,BOPHAN0004,CN00000004,2017-03-11,,1.47
NV00000109,BOPHAN0003,CN00000010,2011-01-27,2011-12-08,1.14
NV00000078,BOPHAN0002,CN00000003,2016-05-15,2018-01-30,1.21
NV00000185,BOPHAN0002,CN00000009,2013-11-08,,1.25
NV00000117,BOPHAN0003,CN00000004,2010-11-09,2011-08-17,1.82
NV00000073,BOPHAN0004,CN00000010,2017-04-04,,1.37
NV00000002,BOPHAN0002,CN00000006,2019-01-08,2020-08-13,1.62
NV00000137,BOPHAN0003,CN00000006,2013-10-26,2016-01-14,1.44
NV00000183,BOPHAN0002,CN00000002,2010-04-23,,1.35
NV00000176,BOPHAN0004,CN00000003,2011-11-02,2013-03-14,1.69
NV00000044,BOPHAN0003,CN00000006,2012-11-21,2014-09-06,1.31
NV00000137,BOPHAN0001,CN00000004,2013-06-24,,1.08
NV00000191,BOPHAN0003,CN00000004,2011-09-30,2012-02-23,1.86
NV00000145,BOPHAN0002,CN00000004,2016-12-06,,1.32
NV00000134,BOPHAN0002,CN00000003,2017-03-11,2018-06-06,1.06
NV00000077,BOPHAN0003,CN00000007,2013-12-18,2015-01-23,1.24
NV00000144,BOPHAN0002,CN00000007,2010-07-18,,1.96
NV00000134,BOPHAN0004,CN00000004,2014-05-26,,1.19
NV00000025,BOPHAN0004,CN00000010,2014-05-09,,1.13
NV00000056,BOPHAN0002,CN00000007,2011-01-25,,1.4
NV00000079,BOPHAN0004,CN00000007,2010-04-23,2010-07-11,1.96
NV00000046,BOPHAN0003,CN00000009,2016-12-23,2019-06-17,1.56
NV00000170,BOPHAN0002,CN00000001,2010-06-04,2012-05-20,1.16
NV00000092,BOPHAN0001,CN00000001,2012-04-12,,1.4
NV00000091,BOPHAN0002,CN00000010,2010-09-06,,1.27
NV00000189,BOPHAN0001,CN00000003,2016-06-22,,1.44
NV00000156,BOPHAN0004,CN00000007,2011-08-04,,1.76
NV00000021,BOPHAN0002,CN00000005,2013-12-04,2014-10-19,1.85
NV00000014,BOPHAN0001,CN00000003,2012-01-08,,1.21
NV00000072,BOPHAN0001,CN00000008,2011-05-22,,1.06
NV00000034,BOPHAN0004,CN00000003,2015-11-09,,1.9
NV00000079,BOPHAN0001,CN00000005,2016-02-06,2017-08-30,1.11
NV00000132,BOPHAN0002,CN00000001,2018-05-06,2019-12-20,1.5
NV00000020,BOPHAN0001,CN00000006,2015-10-24,,1.25
NV00000044,BOPHAN0002,CN00000003,2013-11-14,,1.69
NV00000021,BOPHAN0001,CN00000009,2013-07-05,2016-03-09,1.73
NV00000119,BOPHAN0003,CN00000001,2012-12-27,2014-08-16,1.31
NV00000186,BOPHAN0001,CN00000003,2018-12-05,,1.43
NV00000080,BOPHAN0003,CN00000002,2013-04-28,2014-10-03,1.39
NV00000077,BOPHAN0002,CN00000008,2010-09-25,,1.92
NV00000106,BOPHAN0004,CN00000008,2013-10-08,2016-04-23,1.72
NV00000102,BOPHAN0001,CN00000007,2014-02-10,2015-02-14,1.0
NV00000052,BOPHAN0004,CN00000003,2015-06-24,,1.59
NV00000024,BOPHAN0002,CN00000006,2012-06-13,2013-09-04,1.5
NV00000188,BOPHAN0003,CN00000003,2016-02-18,2017-07-30,1.47
NV00000195,BOPHAN0004,CN00000006,2016-02-01,2016-03-07,1.15
NV00000058,BOPHAN0004,CN00000003,2011-05-25,,1.27
NV00000172,BOPHAN0002,CN00000001,2016-10-06,2018-03-16,1.47
NV00000072,BOPHAN0004,CN00000005,2010-06-21,2010-11-28,1.71
NV00000151,BOPHAN0001,CN00000007,2012-03-06,2013-09-08,1.9
NV00000178,BOPHAN0004,CN00000003,2019-10-19,,1.83
NV00000093,BOPHAN0003,CN00000001,2016-11-11,,1.08
NV00000094,BOPHAN0004,CN00000007,2015-11-29,,1.17
NV00000034,BOPHAN0004,CN00000001,2016-02-01,,1.98
NV00000120,BOPHAN0002,CN00000003,2010-05-15,,1.17
NV00000109,BOPHAN0003,CN00000001,2010-05-08,,1.26
NV00000180,BOPHAN0004,CN00000009,2014-10-07,2016-08-18,1.47
NV00000180,BOPHAN0002,CN00000005,2015-04-01,2017-08-24,1.08
NV00000045,BOPHAN0002,CN00000002,2011-10-11,2011-10-28,1.82
NV00000039,BOPHAN0004,CN00000003,2011-01-26,2011-12-25,1.92
NV00000046,BOPHAN0004,CN00000008,2014-11-04,2016-01-26,1.13
NV00000200,BOPHAN0002,CN00000006,2018-01-17,2020-08-01,1.11
NV00000144,BOPHAN0004,CN00000003,2012-11-25,2015-03-31,1.33
NV00000064,BOPHAN0004,CN00000007,2011-10-05,,1.42
NV00000124,BOPHAN0004,CN00000005,2014-08-09,2015-03-05,1.24
NV00000195,BOPHAN0004,CN00000001,2018-05-14,2020-03-19,1.57
NV00000032,BOPHAN0001,CN00000003,2011-08-22,2013-01-08,1.13
NV00000018,BOPHAN0004,CN00000004,2010-01-30,2010-11-27,1.25
NV00000107,BOPHAN0001,CN00000001,2010-12-26,2012-08-09,1.82
NV00000173,BOPHAN0001,CN00000008,2010-12-14,,1.46
NV00000050,BOPHAN0002,CN00000009,2016-09-22,,1.59
NV00000009,BOPHAN0002,CN00000003,2017-01-18,,1.03
NV00000187,BOPHAN0004,CN00000001,2011-06-09,,1.31
NV00000179,BOPHAN0002,CN00000007,2010-02-02,,1.15
NV00000198,BOPHAN0004,CN00000008,2015-11-03,,1.36
NV00000001,BOPHAN0001,CN00000006,2016-11-01,,1.24
NV00000190,BOPHAN0002,CN00000008,2016-10-29,,1.57
NV00000032,BOPHAN0003,CN00000007,2017-01-24,,1.34
NV00000121,BOPHAN0002,CN00000007,2015-04-19,2015-07-07,1.28
NV00000146,BOPHAN0004,CN00000008,2016-08-07,,1.83
NV00000002,BOPHAN0002,CN00000002,2010-12-02,2011-06-16,1.54
NV00000125,BOPHAN0004,CN00000008,2018-06-08,,1.13
NV00000106,BOPHAN0004,CN00000009,2012-07-02,,1.48
NV00000146,BOPHAN0002,CN00000009,2012-09-15,2015-06-11,1.51
NV00000123,BOPHAN0002,CN00000005,2013-08-06,2015-10-25,1.41
NV00000105,BOPHAN0001,CN00000008,2010-01-23,2010-09-19,1.92
NV00000172,BOPHAN0004,CN00000001,2011-11-17,2013-03-14,1.37
NV00000027,BOPHAN0004,CN00000006,2016-01-06,2016-04-26,1.46
NV00000043,BOPHAN0001,CN00000004,2017-06-02,,1.77
NV00000132,BOPHAN0004,CN00000006,2015-08-06,,1.92
NV00000140,BOPHAN0004,CN00000010,2010-10-11,,1.76
NV00000010,BOPHAN0002,CN00000006,2019-03-20,2020-09-29,1.54
NV00000054,BOPHAN0003,CN00000007,2016-04-13,,1.45
NV00000176,BOPHAN0002,CN00000008,2013-09-02,2014-09-24,1.56
NV00000183,BOPHAN0002,CN00000003,2010-08-21,,1.7
NV00000006,BOPHAN0001,CN00000001,2017-10-30,,1.06
NV00000022,BOPHAN0004,CN00000004,2011-04-16,2011-12-27,1.82
NV00000017,BOPHAN0002,CN00000004,2017-08-23,2019-03-06,1.79
NV00000086,BOPHAN0001,CN00000009,2012-07-13,2015-02-19,1.31
NV00000141,BOPHAN0002,CN00000010,2014-04-20,2016-06-12,1.51
NV00000086,BOPHAN0004,CN00000004,2019-11-22,2020-09-01,1.08
NV00000111,BOPHAN0004,CN00000004,2010-07-18,2012-05-13,1.94
NV00000129,BOPHAN0003,CN00000010,2017-06-23,,1.23
NV00000194,BOPHAN0001,CN00000005,2013-04-14,,1.7
NV00000031,BOPHAN0002,CN00000001,2014-05-22,,1.31
NV00000115,BOPHAN0004,CN00000003,2018-01-19,,1.33
NV00000156,BOPHAN0001,CN00000009,2011-06-13,2013-12-10,1.93
NV00000025,BOPHAN0003,CN00000002,2016-09-08,,1.35
NV00000010,BOPHAN0003,CN00000003,2011-02-13,2011-06-04,1.77
NV00000089,BOPHAN0001,CN00000008,2014-04-08,2015-06-16,1.53
NV00000094,BOPHAN0004,CN00000008,2012-12-24,,1.56
NV00000065,BOPHAN0001,CN00000007,2013-11-28,,1.53
NV00000096,BOPHAN0001,CN00000005,2013-06-01,,1.27
NV00000085,BOPHAN0001,CN00000009,2010-09-26,2011-02-05,1.26
NV00000029,BOPHAN0002,CN00000008,2012-05-05,,1.61
NV00000034,BOPHAN0003,CN00000008,2014-08-19,2015-02-02,1.27
NV00000066,BOPHAN0004,CN00000002,2012-01-12,,1.25
NV00000031,BOPHAN0004,CN00000007,2015-04-09,2015-06-20,1.94
NV00000158,BOPHAN0004,CN00000002,2011-06-23,,1.58
NV00000116,BOPHAN0003,CN00000003,2018-03-30,,1.52
NV00000190,BOPHAN0003,CN00000006,2018-05-03,,1.76
NV00000165,BOPHAN0003,CN00000009,2015-02-27,,1.45
NV00000094,BOPHAN0004,CN00000006,2013-01-29,,1.63
NV00000117,BOPHAN0001,CN00000003,2018-09-10,,1.7
NV00000059,BOPHAN0002,CN00000005,2015-08-11,,1.62
NV00000101,BOPHAN0003,CN00000001,2016-11-11,2019-03-07,1.99
NV00000087,BOPHAN0001,CN00000004,2015-06-18,,1.87
NV00000083,BOPHAN0004,CN00000007,2011-05-04,2012-01-23,1.05
NV00000033,BOPHAN0004,CN00000010,2018-05-27,2018-11-09,1.4
NV00000198,BOPHAN0001,CN00000007,2014-03-03,2016-09-08,1.11
NV00000057,BOPHAN0003,CN00000005,2016-06-20,,1.96
NV00000042,BOPHAN0002,CN00000002,2011-02-23,2012-01-29,1.41
NV00000019,BOPHAN0001,CN00000005,2014-07-31,,1.72
NV00000056,BOPHAN0002,CN00000005,2015-07-10,,1.83
NV00000068,BOPHAN0002,CN00000005,2011-12-23,2013-11-17,1.14
NV00000030,BOPHAN0002,CN00000007,2014-02-12,2014-08-06,1.06
NV00000061,BOPHAN0003,CN00000003,2012-01-01,,1.97
NV00000090,BOPHAN0001,CN00000004,2010-01-26,2012-08-31,1.64
NV00000168,BOPHAN0001,CN00000003,2014-04-11,,1.31
NV00000144,BOPHAN0001,CN00000008,2011-10-31,2012-04-22,1.08
NV00000160,BOPHAN0004,CN00000006,2018-03-27,2019-07-27,1.47
NV00000186,BOPHAN0003,CN00000004,2019-07-09,2020-08-29,1.16
NV00000184,BOPHAN0003,CN00000006,2012-09-08,2014-11-03,1.72
NV00000129,BOPHAN0001,CN00000005,2016-08-21,,1.97
NV00000098,BOPHAN0002,CN00000010,2019-01-24,2021-08-07,1.93
NV00000086,BOPHAN0003,CN00000010,2016-03-07,2018-10-20,1.05
NV00000175,BOPHAN0003,CN00000010,2011-07-31,2013-01-06,1.61
NV00000173,BOPHAN0002,CN00000003,2017-12-03,,1.09
